qseqid	sseqid	qstart	qend	sstart	send	evalue	score
gi|290752802|emb|CBH40777.1|	gi|290752491|emb|CBH40463.1|	120	238	194	314	3.55e-14	161
gi|290752802|emb|CBH40777.1|	gi|290752491|emb|CBH40463.1|	1	63	12	75	2.16e-05	92
gi|290752802|emb|CBH40777.1|	gi|290752743|emb|CBH40718.1|	1	219	4	218	5.69e-14	156
gi|290752802|emb|CBH40777.1|	gi|290752592|emb|CBH40564.1|	2	225	357	579	6.66e-14	160
gi|290752802|emb|CBH40777.1|	gi|290752979|emb|CBH40955.1|	101	248	178	327	1.24e-12	149
gi|290752802|emb|CBH40777.1|	gi|290752979|emb|CBH40955.1|	1	62	10	72	1.92e-06	100
gi|290752802|emb|CBH40777.1|	gi|290752893|emb|CBH40868.1|	29	224	398	595	4.44e-11	138
gi|290752802|emb|CBH40777.1|	gi|290752298|emb|CBH40269.1|	130	226	275	372	1.22e-10	134
gi|290752802|emb|CBH40777.1|	gi|290752298|emb|CBH40269.1|	2	105	40	157	3.88e-06	98
gi|290752802|emb|CBH40777.1|	gi|290752891|emb|CBH40866.1|	19	214	17	232	6.65e-10	128
gi|290752802|emb|CBH40777.1|	gi|290752373|emb|CBH40344.1|	132	223	619	711	1.04e-09	127
gi|290752802|emb|CBH40777.1|	gi|290752373|emb|CBH40344.1|	18	86	29	102	1.11e-07	111
gi|290752802|emb|CBH40777.1|	gi|290752526|emb|CBH40498.1|	137	197	204	263	3.34e-08	114
gi|290752802|emb|CBH40777.1|	gi|290752526|emb|CBH40498.1|	1	69	4	72	1.13e-07	109
gi|290752802|emb|CBH40777.1|	gi|290752668|emb|CBH40641.1|	48	223	756	925	4.89e-06	98
gi|290752802|emb|CBH40777.1|	gi|290752668|emb|CBH40641.1|	90	231	433	590	1.98e-05	93
gi|290752802|emb|CBH40777.1|	gi|290752668|emb|CBH40641.1|	14	45	619	650	0.14	62
gi|290752802|emb|CBH40777.1|	gi|290752668|emb|CBH40641.1|	14	46	12	44	1.9	52
gi|290752802|emb|CBH40777.1|	gi|290752885|emb|CBH40860.1|	124	152	73	101	0.35	58
gi|290752802|emb|CBH40777.1|	gi|290752385|emb|CBH40356.1|	57	115	393	453	0.63	56
gi|290752802|emb|CBH40777.1|	gi|290752989|emb|CBH40965.1|	32	50	2	20	0.65	55
gi|290752802|emb|CBH40777.1|	gi|290752845|emb|CBH40820.1|	46	104	174	230	0.90	54
gi|290752802|emb|CBH40777.1|	gi|290752461|emb|CBH40433.1|	4	44	119	159	1.3	53
gi|290752802|emb|CBH40777.1|	gi|290752596|emb|CBH40568.1|	213	250	32	72	1.8	52
gi|290752802|emb|CBH40777.1|	gi|290752379|emb|CBH40350.1|	36	162	506	634	1.8	52
gi|290752802|emb|CBH40777.1|	gi|290752698|emb|CBH40672.1|	132	195	877	942	2.2	52
gi|290752802|emb|CBH40777.1|	gi|290752535|emb|CBH40507.1|	130	257	12	143	2.8	50
gi|290752802|emb|CBH40777.1|	gi|290752925|emb|CBH40900.1|	32	47	528	543	3.0	51
gi|290752802|emb|CBH40777.1|	gi|290752733|emb|CBH40708.1|	32	47	528	543	3.0	51
gi|290752802|emb|CBH40777.1|	gi|290752555|emb|CBH40527.1|	32	47	528	543	3.0	51
gi|290752802|emb|CBH40777.1|	gi|290752870|emb|CBH40845.1|	173	254	151	220	4.5	49
gi|290752802|emb|CBH40777.1|	gi|290752869|emb|CBH40844.1|	175	239	33	118	7.1	46
gi|290752802|emb|CBH40777.1|	gi|290752987|emb|CBH40963.1|	26	50	147	171	7.2	47
gi|290752803|emb|CBH40778.1|	gi|290752803|emb|CBH40778.1|	1	121	1	121	2.10e-89	638
gi|290752803|emb|CBH40778.1|	gi|290752336|emb|CBH40307.1|	81	119	3	44	0.16	56
gi|290752803|emb|CBH40778.1|	gi|290752770|emb|CBH40745.1|	70	121	468	520	2.0	48
gi|290752803|emb|CBH40778.1|	gi|290752282|emb|CBH40253.1|	42	105	96	157	2.0	47
gi|290752803|emb|CBH40778.1|	gi|290752836|emb|CBH40811.1|	22	76	22	82	3.8	44
gi|290752803|emb|CBH40778.1|	gi|290753086|emb|CBH41062.1|	17	41	695	719	4.9	45
gi|290752803|emb|CBH40778.1|	gi|290752698|emb|CBH40672.1|	19	113	263	360	6.7	44
gi|290752803|emb|CBH40778.1|	gi|290752657|emb|CBH40630.1|	82	108	66	92	7.0	42
gi|290752803|emb|CBH40778.1|	gi|290752911|emb|CBH40886.1|	73	89	1058	1074	7.6	43
gi|290752803|emb|CBH40778.1|	gi|290752303|emb|CBH40274.1|	9	46	2786	2823	7.9	43
gi|290752804|emb|CBH40779.1|	gi|290752804|emb|CBH40779.1|	1	336	1	336	0.0	1741
gi|290752804|emb|CBH40779.1|	gi|290752683|emb|CBH40656.1|	155	234	813	886	0.40	59
gi|290752804|emb|CBH40779.1|	gi|290752586|emb|CBH40558.1|	112	204	25	117	1.5	53
gi|290752804|emb|CBH40779.1|	gi|290752340|emb|CBH40311.1|	21	71	30	89	2.7	52
gi|290752804|emb|CBH40779.1|	gi|290753013|emb|CBH40989.1|	60	95	123	158	3.2	51
gi|290752804|emb|CBH40779.1|	gi|290752314|emb|CBH40285.1|	274	326	122	170	3.5	50
gi|290752805|emb|CBH40780.1|	gi|290752805|emb|CBH40780.1|	1	133	1	133	6.90e-95	676
gi|290752805|emb|CBH40780.1|	gi|290752496|emb|CBH40468.1|	19	123	256	349	0.55	53
gi|290752805|emb|CBH40780.1|	gi|290752957|emb|CBH40932.1|	16	83	100	160	2.4	47
gi|290752805|emb|CBH40780.1|	gi|290752958|emb|CBH40933.1|	15	44	171	199	4.9	45
gi|290752805|emb|CBH40780.1|	gi|290752424|emb|CBH40395.1|	44	67	56	79	8.0	43
gi|290752806|emb|CBH40781.1|	gi|290752806|emb|CBH40781.1|	1	123	1	123	1.07e-87	627
gi|290752806|emb|CBH40781.1|	gi|290752596|emb|CBH40568.1|	13	39	158	184	0.54	52
gi|290752806|emb|CBH40781.1|	gi|290752411|emb|CBH40382.1|	9	62	363	425	0.96	50
gi|290752806|emb|CBH40781.1|	gi|290752297|emb|CBH40268.1|	58	87	73	102	2.3	46
gi|290752806|emb|CBH40781.1|	gi|290752948|emb|CBH40923.1|	24	56	74	110	3.6	46
gi|290752806|emb|CBH40781.1|	gi|290752845|emb|CBH40820.1|	79	94	279	294	7.7	43
gi|290752806|emb|CBH40781.1|	gi|290752268|emb|CBH40239.1|	29	46	111	128	9.8	42
gi|290752807|emb|CBH40782.1|	gi|290752807|emb|CBH40782.1|	1	72	1	72	5.75e-50	369
gi|290752807|emb|CBH40782.1|	gi|290752494|emb|CBH40466.1|	30	62	138	170	0.49	48
gi|290752807|emb|CBH40782.1|	gi|290752445|emb|CBH40416.1|	50	68	175	193	5.4	41
gi|290752807|emb|CBH40782.1|	gi|290752709|emb|CBH40683.1|	40	61	72	93	6.7	40
gi|290752807|emb|CBH40782.1|	gi|290752613|emb|CBH40585.1|	19	61	483	538	7.8	40
gi|290752808|emb|CBH40783.1|	gi|290752808|emb|CBH40783.1|	1	249	1	249	0.0	1289
gi|290752808|emb|CBH40783.1|	gi|290752384|emb|CBH40355.1|	5	247	123	344	7.37e-15	165
gi|290752808|emb|CBH40783.1|	gi|290752572|emb|CBH40544.1|	50	177	75	204	0.36	58
gi|290752808|emb|CBH40783.1|	gi|290752655|emb|CBH40628.1|	38	76	114	148	0.60	55
gi|290752808|emb|CBH40783.1|	gi|290752754|emb|CBH40729.1|	125	196	202	273	2.5	51
gi|290752808|emb|CBH40783.1|	gi|290752702|emb|CBH40676.1|	137	156	75	94	2.9	47
gi|290752808|emb|CBH40783.1|	gi|290752404|emb|CBH40375.1|	134	166	231	263	3.1	50
gi|290752808|emb|CBH40783.1|	gi|290752652|emb|CBH40625.1|	126	240	78	164	4.8	48
gi|290752808|emb|CBH40783.1|	gi|290752668|emb|CBH40641.1|	6	50	490	534	4.9	49
gi|290752808|emb|CBH40783.1|	gi|290752416|emb|CBH40387.1|	165	200	84	123	5.0	48
gi|290752808|emb|CBH40783.1|	gi|290752880|emb|CBH40855.1|	160	181	228	249	5.5	48
gi|290752808|emb|CBH40783.1|	gi|290752567|emb|CBH40539.1|	163	200	734	769	5.5	48
gi|290752808|emb|CBH40783.1|	gi|290752986|emb|CBH40962.1|	104	228	52	169	6.9	47
gi|290752808|emb|CBH40783.1|	gi|290753057|emb|CBH41033.1|	20	58	32	71	7.9	46
gi|290752808|emb|CBH40783.1|	gi|290752537|emb|CBH40509.1|	110	159	144	195	8.0	47
gi|290752809|emb|CBH40784.1|	gi|290752809|emb|CBH40784.1|	1	204	1	204	1.73e-152	1069
gi|290752809|emb|CBH40784.1|	gi|290753062|emb|CBH41038.1|	2	66	11	95	2.96e-04	80
gi|290752809|emb|CBH40784.1|	gi|290752484|emb|CBH40456.1|	2	70	45	116	0.016	67
gi|290752809|emb|CBH40784.1|	gi|290752910|emb|CBH40885.1|	120	182	757	814	0.26	58
gi|290752809|emb|CBH40784.1|	gi|290752278|emb|CBH40249.1|	163	182	110	129	0.50	55
gi|290752809|emb|CBH40784.1|	gi|290752649|emb|CBH40622.1|	1	29	559	589	0.91	54
gi|290752809|emb|CBH40784.1|	gi|290753010|emb|CBH40986.1|	2	23	45	66	0.93	53
gi|290752809|emb|CBH40784.1|	gi|290752526|emb|CBH40498.1|	1	32	38	73	0.96	53
gi|290752809|emb|CBH40784.1|	gi|290752893|emb|CBH40868.1|	1	19	404	422	1.8	51
gi|290752809|emb|CBH40784.1|	gi|290752703|emb|CBH40677.1|	1	145	28	188	2.3	50
gi|290752809|emb|CBH40784.1|	gi|290752666|emb|CBH40639.1|	17	35	154	172	2.3	49
gi|290752809|emb|CBH40784.1|	gi|290752467|emb|CBH40439.1|	2	11	15	24	2.4	49
gi|290752809|emb|CBH40784.1|	gi|290752594|emb|CBH40566.1|	114	135	274	292	2.5	49
gi|290752809|emb|CBH40784.1|	gi|290752507|emb|CBH40479.1|	1	40	458	499	2.7	50
gi|290752809|emb|CBH40784.1|	gi|290752477|emb|CBH40449.1|	2	68	109	179	2.9	49
gi|290752809|emb|CBH40784.1|	gi|290752517|emb|CBH40489.1|	15	52	428	465	4.6	48
gi|290752809|emb|CBH40784.1|	gi|290752574|emb|CBH40546.1|	124	161	68	105	5.2	47
gi|290752809|emb|CBH40784.1|	gi|290752894|emb|CBH40869.1|	1	19	388	406	5.8	47
gi|290752809|emb|CBH40784.1|	gi|290753051|emb|CBH41027.1|	14	36	371	393	8.5	46
gi|290752809|emb|CBH40784.1|	gi|290752592|emb|CBH40564.1|	1	21	388	408	8.7	45
gi|290752809|emb|CBH40784.1|	gi|290753061|emb|CBH41037.1|	1	90	177	271	8.9	45
gi|290752809|emb|CBH40784.1|	gi|290752489|emb|CBH40461.1|	6	30	2	25	9.0	43
gi|290752809|emb|CBH40784.1|	gi|290752591|emb|CBH40563.1|	1	19	399	417	9.6	45
gi|290752809|emb|CBH40784.1|	gi|290752316|emb|CBH40287.1|	49	69	111	131	9.8	45
gi|290752810|emb|CBH40785.1|	gi|290752810|emb|CBH40785.1|	1	493	1	493	0.0	2545
gi|290752810|emb|CBH40785.1|	gi|290752443|emb|CBH40414.1|	113	170	81	140	0.086	65
gi|290752810|emb|CBH40785.1|	gi|290752886|emb|CBH40861.1|	36	94	470	528	0.11	65
gi|290752810|emb|CBH40785.1|	gi|290752711|emb|CBH40685.1|	145	242	81	188	1.4	56
gi|290752810|emb|CBH40785.1|	gi|290752709|emb|CBH40683.1|	113	143	160	190	2.2	54
gi|290752810|emb|CBH40785.1|	gi|290752355|emb|CBH40326.1|	228	266	61	99	5.0	49
gi|290752810|emb|CBH40785.1|	gi|290753083|emb|CBH41059.1|	61	103	56	98	5.4	51
gi|290752811|emb|CBH40786.1|	gi|290753018|emb|CBH40994.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752811|emb|CBH40786.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752768|emb|CBH40743.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752719|emb|CBH40693.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752643|emb|CBH40616.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752636|emb|CBH40609.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752611|emb|CBH40583.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752473|emb|CBH40445.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752368|emb|CBH40339.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290752288|emb|CBH40259.1|	1	342	1	342	0.0	1791
gi|290752811|emb|CBH40786.1|	gi|290753048|emb|CBH41024.1|	1	342	1	342	0.0	1782
gi|290752811|emb|CBH40786.1|	gi|290752820|emb|CBH40795.1|	1	342	1	342	0.0	1782
gi|290752811|emb|CBH40786.1|	gi|290752799|emb|CBH40774.1|	184	338	168	330	2.98e-19	202
gi|290752811|emb|CBH40786.1|	gi|290752419|emb|CBH40390.1|	184	338	168	330	2.98e-19	202
gi|290752811|emb|CBH40786.1|	gi|290752970|emb|CBH40945.1|	184	338	168	330	3.25e-19	202
gi|290752811|emb|CBH40786.1|	gi|290752313|emb|CBH40284.1|	62	147	213	288	1.2	55
gi|290752811|emb|CBH40786.1|	gi|290752866|emb|CBH40841.1|	83	159	104	193	3.4	51
gi|290752811|emb|CBH40786.1|	gi|290752921|emb|CBH40896.1|	205	239	177	211	5.7	49
gi|290752811|emb|CBH40786.1|	gi|290752737|emb|CBH40712.1|	205	239	177	211	5.7	49
gi|290752811|emb|CBH40786.1|	gi|290752559|emb|CBH40531.1|	205	239	177	211	5.7	49
gi|290752811|emb|CBH40786.1|	gi|290752427|emb|CBH40398.1|	131	197	453	520	6.0	49
gi|290752811|emb|CBH40786.1|	gi|290752860|emb|CBH40835.1|	83	105	104	126	7.7	48
gi|290752812|emb|CBH40787.1|	gi|290753036|emb|CBH41012.1|	1	233	1	233	2.00e-167	1174
gi|290752812|emb|CBH40787.1|	gi|290752812|emb|CBH40787.1|	1	233	1	233	2.00e-167	1174
gi|290752812|emb|CBH40787.1|	gi|290753033|emb|CBH41009.1|	1	85	1	85	1.88e-39	335
gi|290752812|emb|CBH40787.1|	gi|290752814|emb|CBH40789.1|	1	85	1	85	1.88e-39	335
gi|290752812|emb|CBH40787.1|	gi|290753034|emb|CBH41010.1|	1	157	1	163	3.03e-36	312
gi|290752812|emb|CBH40787.1|	gi|290753034|emb|CBH41010.1|	149	232	68	151	2.50e-16	173
gi|290752812|emb|CBH40787.1|	gi|290752816|emb|CBH40791.1|	1	157	1	163	3.03e-36	312
gi|290752812|emb|CBH40787.1|	gi|290752816|emb|CBH40791.1|	149	232	68	151	2.50e-16	173
gi|290752812|emb|CBH40787.1|	gi|290753035|emb|CBH41011.1|	1	172	1	174	3.85e-34	294
gi|290752812|emb|CBH40787.1|	gi|290752813|emb|CBH40788.1|	1	172	1	174	3.85e-34	294
gi|290752812|emb|CBH40787.1|	gi|290753029|emb|CBH41005.1|	1	85	1	69	3.66e-17	182
gi|290752812|emb|CBH40787.1|	gi|290753031|emb|CBH41007.1|	1	104	1	110	1.83e-16	172
gi|290752812|emb|CBH40787.1|	gi|290753037|emb|CBH41013.1|	1	70	1	69	8.00e-16	167
gi|290752812|emb|CBH40787.1|	gi|290752818|emb|CBH40793.1|	1	70	1	69	8.00e-16	167
gi|290752812|emb|CBH40787.1|	gi|290753046|emb|CBH41022.1|	1	36	1	36	3.94e-15	167
gi|290752812|emb|CBH40787.1|	gi|290752815|emb|CBH40790.1|	1	36	1	36	3.94e-15	167
gi|290752812|emb|CBH40787.1|	gi|290753043|emb|CBH41019.1|	1	71	1	80	1.66e-14	158
gi|290752812|emb|CBH40787.1|	gi|290753044|emb|CBH41020.1|	1	36	1	35	2.19e-13	152
gi|290752812|emb|CBH40787.1|	gi|290753040|emb|CBH41016.1|	1	58	1	49	3.02e-13	149
gi|290752812|emb|CBH40787.1|	gi|290753042|emb|CBH41018.1|	1	117	1	122	5.98e-11	135
gi|290752812|emb|CBH40787.1|	gi|290752817|emb|CBH40792.1|	1	117	1	122	5.98e-11	135
gi|290752812|emb|CBH40787.1|	gi|290752692|emb|CBH40666.1|	1	44	1	47	1.12e-10	132
gi|290752812|emb|CBH40787.1|	gi|290752693|emb|CBH40667.1|	1	26	1	26	1.19e-10	130
gi|290752812|emb|CBH40787.1|	gi|290752688|emb|CBH40662.1|	1	28	1	28	2.69e-10	129
gi|290752812|emb|CBH40787.1|	gi|290753032|emb|CBH41008.1|	1	57	1	56	1.14e-09	123
gi|290752812|emb|CBH40787.1|	gi|290752512|emb|CBH40484.1|	1	231	1	209	2.13e-08	115
gi|290752812|emb|CBH40787.1|	gi|290752512|emb|CBH40484.1|	82	228	146	283	0.027	66
gi|290752812|emb|CBH40787.1|	gi|290752512|emb|CBH40484.1|	82	174	298	388	1.3	53
gi|290752812|emb|CBH40787.1|	gi|290753041|emb|CBH41017.1|	1	36	1	36	2.33e-08	113
gi|290752812|emb|CBH40787.1|	gi|290753030|emb|CBH41006.1|	1	104	1	113	3.12e-08	113
gi|290752812|emb|CBH40787.1|	gi|290752503|emb|CBH40475.1|	1	51	1	41	4.99e-08	111
gi|290752812|emb|CBH40787.1|	gi|290753045|emb|CBH41021.1|	1	53	1	51	9.70e-08	109
gi|290752812|emb|CBH40787.1|	gi|290752941|emb|CBH40916.1|	6	61	8	71	2.60e-06	97
gi|290752812|emb|CBH40787.1|	gi|290752278|emb|CBH40249.1|	1	39	1	36	2.65e-04	82
gi|290752812|emb|CBH40787.1|	gi|290752690|emb|CBH40664.1|	2	28	3	30	4.99e-04	80
gi|290752812|emb|CBH40787.1|	gi|290752639|emb|CBH40612.1|	2	45	3	38	6.15e-04	78
gi|290752812|emb|CBH40787.1|	gi|290752903|emb|CBH40878.1|	1	56	1	55	8.31e-04	75
gi|290752812|emb|CBH40787.1|	gi|290752886|emb|CBH40861.1|	3	26	2	26	0.001	78
gi|290752812|emb|CBH40787.1|	gi|290752502|emb|CBH40474.1|	1	27	1	26	0.002	74
gi|290752812|emb|CBH40787.1|	gi|290753052|emb|CBH41028.1|	1	27	1	27	0.003	72
gi|290752812|emb|CBH40787.1|	gi|290752302|emb|CBH40273.1|	1	26	1	27	0.003	74
gi|290752812|emb|CBH40787.1|	gi|290752302|emb|CBH40273.1|	169	233	440	501	2.1	51
gi|290752812|emb|CBH40787.1|	gi|290752302|emb|CBH40273.1|	82	145	440	500	2.4	51
gi|290752812|emb|CBH40787.1|	gi|290752972|emb|CBH40947.1|	7	82	9	85	0.008	70
gi|290752812|emb|CBH40787.1|	gi|290752744|emb|CBH40719.1|	1	23	1	23	0.008	70
gi|290752812|emb|CBH40787.1|	gi|290752501|emb|CBH40473.1|	1	54	1	47	0.011	69
gi|290752812|emb|CBH40787.1|	gi|290752623|emb|CBH40596.1|	1	57	1	54	0.013	68
gi|290752812|emb|CBH40787.1|	gi|290752525|emb|CBH40497.1|	1	26	1	27	0.020	67
gi|290752812|emb|CBH40787.1|	gi|290752500|emb|CBH40472.1|	1	30	1	32	0.021	67
gi|290752812|emb|CBH40787.1|	gi|290752495|emb|CBH40467.1|	1	97	1	95	0.036	65
gi|290752812|emb|CBH40787.1|	gi|290752289|emb|CBH40260.1|	1	26	1	25	0.045	64
gi|290752812|emb|CBH40787.1|	gi|290752867|emb|CBH40842.1|	1	87	1	80	0.057	63
gi|290752812|emb|CBH40787.1|	gi|290753065|emb|CBH41041.1|	2	43	3	46	0.063	58
gi|290752812|emb|CBH40787.1|	gi|290752409|emb|CBH40380.1|	1	25	1	25	0.097	61
gi|290752812|emb|CBH40787.1|	gi|290753049|emb|CBH41025.1|	61	130	166	240	0.42	57
gi|290752812|emb|CBH40787.1|	gi|290753049|emb|CBH41025.1|	157	217	175	240	3.9	49
gi|290752812|emb|CBH40787.1|	gi|290752505|emb|CBH40477.1|	15	26	15	26	0.48	55
gi|290752812|emb|CBH40787.1|	gi|290752369|emb|CBH40340.1|	6	25	9	28	0.53	56
gi|290752812|emb|CBH40787.1|	gi|290752422|emb|CBH40393.1|	6	43	1	42	0.54	56
gi|290752812|emb|CBH40787.1|	gi|290752900|emb|CBH40875.1|	1	25	1	23	0.75	55
gi|290752812|emb|CBH40787.1|	gi|290752478|emb|CBH40450.1|	110	200	122	219	0.82	55
gi|290752812|emb|CBH40787.1|	gi|290752914|emb|CBH40889.1|	3	92	2	98	1.1	52
gi|290752812|emb|CBH40787.1|	gi|290752932|emb|CBH40907.1|	87	142	133	188	1.3	52
gi|290752812|emb|CBH40787.1|	gi|290752932|emb|CBH40907.1|	174	229	133	188	1.3	52
gi|290752812|emb|CBH40787.1|	gi|290752727|emb|CBH40701.1|	87	142	133	188	1.3	52
gi|290752812|emb|CBH40787.1|	gi|290752727|emb|CBH40701.1|	174	229	133	188	1.3	52
gi|290752812|emb|CBH40787.1|	gi|290752547|emb|CBH40519.1|	87	142	133	188	1.3	52
gi|290752812|emb|CBH40787.1|	gi|290752547|emb|CBH40519.1|	174	229	133	188	1.3	52
gi|290752812|emb|CBH40787.1|	gi|290752901|emb|CBH40876.1|	1	25	1	23	1.3	53
gi|290752812|emb|CBH40787.1|	gi|290752638|emb|CBH40611.1|	1	34	1	35	1.8	51
gi|290752812|emb|CBH40787.1|	gi|290752517|emb|CBH40489.1|	1	25	1	25	1.8	52
gi|290752812|emb|CBH40787.1|	gi|290752508|emb|CBH40480.1|	131	203	105	175	3.6	49
gi|290752812|emb|CBH40787.1|	gi|290752303|emb|CBH40274.1|	93	171	1378	1437	3.8	49
gi|290752812|emb|CBH40787.1|	gi|290752962|emb|CBH40937.1|	101	130	375	402	5.0	48
gi|290752812|emb|CBH40787.1|	gi|290752962|emb|CBH40937.1|	188	217	375	402	5.0	48
gi|290752812|emb|CBH40787.1|	gi|290752342|emb|CBH40313.1|	1	80	1	83	6.2	47
gi|290752812|emb|CBH40787.1|	gi|290752649|emb|CBH40622.1|	142	176	350	384	7.7	47
gi|290752812|emb|CBH40787.1|	gi|290752575|emb|CBH40547.1|	1	25	6	30	8.8	44
gi|290752813|emb|CBH40788.1|	gi|290753035|emb|CBH41011.1|	1	236	1	236	6.40e-167	1171
gi|290752813|emb|CBH40788.1|	gi|290752813|emb|CBH40788.1|	1	236	1	236	6.40e-167	1171
gi|290752813|emb|CBH40788.1|	gi|290753033|emb|CBH41009.1|	1	147	1	145	1.14e-77	591
gi|290752813|emb|CBH40788.1|	gi|290753033|emb|CBH41009.1|	149	230	60	139	5.32e-32	285
gi|290752813|emb|CBH40788.1|	gi|290752814|emb|CBH40789.1|	1	147	1	145	1.14e-77	591
gi|290752813|emb|CBH40788.1|	gi|290752814|emb|CBH40789.1|	149	230	60	139	5.32e-32	285
gi|290752813|emb|CBH40788.1|	gi|290753029|emb|CBH41005.1|	1	233	1	211	1.04e-54	445
gi|290752813|emb|CBH40788.1|	gi|290753029|emb|CBH41005.1|	70	233	224	381	2.21e-30	278
gi|290752813|emb|CBH40788.1|	gi|290753029|emb|CBH41005.1|	70	233	139	296	3.53e-30	276
gi|290752813|emb|CBH40788.1|	gi|290753029|emb|CBH41005.1|	70	161	309	398	6.90e-16	172
gi|290752813|emb|CBH40788.1|	gi|290753036|emb|CBH41012.1|	1	174	1	172	4.82e-41	341
gi|290752813|emb|CBH40788.1|	gi|290752812|emb|CBH40787.1|	1	174	1	172	4.82e-41	341
gi|290752813|emb|CBH40788.1|	gi|290752512|emb|CBH40484.1|	1	235	1	211	3.41e-30	280
gi|290752813|emb|CBH40788.1|	gi|290752512|emb|CBH40484.1|	150	236	45	129	6.67e-15	166
gi|290752813|emb|CBH40788.1|	gi|290752512|emb|CBH40484.1|	86	231	231	359	2.79e-08	114
gi|290752813|emb|CBH40788.1|	gi|290752512|emb|CBH40484.1|	117	228	422	545	5.59e-07	104
gi|290752813|emb|CBH40788.1|	gi|290752512|emb|CBH40484.1|	70	228	136	281	4.27e-04	81
gi|290752813|emb|CBH40788.1|	gi|290752512|emb|CBH40484.1|	56	139	450	545	0.008	71
gi|290752813|emb|CBH40788.1|	gi|290753037|emb|CBH41013.1|	1	128	1	146	1.80e-15	165
gi|290752813|emb|CBH40788.1|	gi|290753037|emb|CBH41013.1|	156	217	88	146	1.4	52
gi|290752813|emb|CBH40788.1|	gi|290752818|emb|CBH40793.1|	1	128	1	146	1.80e-15	165
gi|290752813|emb|CBH40788.1|	gi|290752818|emb|CBH40793.1|	156	217	88	146	1.4	52
gi|290752813|emb|CBH40788.1|	gi|290753031|emb|CBH41007.1|	1	79	1	79	2.10e-15	165
gi|290752813|emb|CBH40788.1|	gi|290753034|emb|CBH41010.1|	1	156	1	167	2.14e-15	167
gi|290752813|emb|CBH40788.1|	gi|290752816|emb|CBH40791.1|	1	156	1	167	2.14e-15	167
gi|290752813|emb|CBH40788.1|	gi|290753046|emb|CBH41022.1|	1	79	1	100	1.31e-13	155
gi|290752813|emb|CBH40788.1|	gi|290753046|emb|CBH41022.1|	157	168	89	100	1.5	52
gi|290752813|emb|CBH40788.1|	gi|290752815|emb|CBH40790.1|	1	79	1	100	1.31e-13	155
gi|290752813|emb|CBH40788.1|	gi|290752815|emb|CBH40790.1|	157	168	89	100	1.5	52
gi|290752813|emb|CBH40788.1|	gi|290753044|emb|CBH41020.1|	1	139	1	141	1.64e-13	153
gi|290752813|emb|CBH40788.1|	gi|290753043|emb|CBH41019.1|	1	71	1	80	2.88e-13	149
gi|290752813|emb|CBH40788.1|	gi|290753032|emb|CBH41008.1|	1	179	1	173	1.39e-12	145
gi|290752813|emb|CBH40788.1|	gi|290753040|emb|CBH41016.1|	1	61	1	52	1.27e-11	137
gi|290752813|emb|CBH40788.1|	gi|290753042|emb|CBH41018.1|	1	179	1	191	2.61e-11	137
gi|290752813|emb|CBH40788.1|	gi|290752817|emb|CBH40792.1|	1	179	1	191	2.61e-11	137
gi|290752813|emb|CBH40788.1|	gi|290752692|emb|CBH40666.1|	1	40	1	41	5.69e-11	135
gi|290752813|emb|CBH40788.1|	gi|290752693|emb|CBH40667.1|	1	26	1	26	2.71e-10	127
gi|290752813|emb|CBH40788.1|	gi|290752688|emb|CBH40662.1|	1	25	1	25	2.03e-09	122
gi|290752813|emb|CBH40788.1|	gi|290753030|emb|CBH41006.1|	1	80	1	83	1.16e-08	116
gi|290752813|emb|CBH40788.1|	gi|290753041|emb|CBH41017.1|	1	100	1	121	6.35e-08	110
gi|290752813|emb|CBH40788.1|	gi|290753041|emb|CBH41017.1|	156	189	88	121	1.8	51
gi|290752813|emb|CBH40788.1|	gi|290753045|emb|CBH41021.1|	1	48	1	46	8.35e-07	102
gi|290752813|emb|CBH40788.1|	gi|290752503|emb|CBH40475.1|	1	36	1	34	2.51e-06	98
gi|290752813|emb|CBH40788.1|	gi|290752501|emb|CBH40473.1|	1	228	1	202	1.70e-04	84
gi|290752813|emb|CBH40788.1|	gi|290752886|emb|CBH40861.1|	1	26	1	26	2.44e-04	83
gi|290752813|emb|CBH40788.1|	gi|290752690|emb|CBH40664.1|	2	25	3	27	8.79e-04	78
gi|290752813|emb|CBH40788.1|	gi|290752502|emb|CBH40474.1|	1	27	1	26	0.003	74
gi|290752813|emb|CBH40788.1|	gi|290752278|emb|CBH40249.1|	1	39	1	36	0.007	71
gi|290752813|emb|CBH40788.1|	gi|290752623|emb|CBH40596.1|	1	52	1	49	0.012	69
gi|290752813|emb|CBH40788.1|	gi|290752428|emb|CBH40399.1|	1	110	1	131	0.041	65
